QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,COUNTRY,DEALSIZE
45,49.3,8,2218.5,2004-10-16,10,2004,Classic Cars,50,57,Euro Shopping Channel,Spain,Small
48,42.26,5,2028.48,2004-11-04,11,2004,Classic Cars,50,57,FunGiftIdeas.com,USA,Small
20,87.96,5,1759.2,2004-11-17,11,2004,Classic Cars,50,57,"AV Stores, Co.",UK,Small
27,36.21,6,977.67,2004-11-24,11,2004,Classic Cars,50,57,Reims Collectables,France,Small
38,38.5,11,1463.0,2005-01-12,1,2005,Classic Cars,50,57,Toys4GrownUps.com,USA,Small
32,100.0,3,3970.56,2005-02-10,2,2005,Classic Cars,50,57,Euro Shopping Channel,Spain,Medium
64,40.25,10,2576.0,2005-04-22,4,2005,Classic Cars,50,57,The Sharp Gifts Warehouse,USA,Small
37,60.37,13,2233.69,2005-05-29,5,2005,Classic Cars,50,57,Souveniers And Things Co.,Australia,Small
28,88.63,4,2481.64,2003-02-17,2,2003,Planes,109,58,Rovelli Gifts,Italy,Small
39,100.0,10,4651.53,2003-04-29,4,2003,Planes,109,58,"Australian Collectors, Co.",Australia,Medium
41,94.1,5,3858.1,2003-06-27,6,2003,Planes,109,58,Euro Shopping Channel,Spain,Medium
40,87.54,16,3501.6,2003-08-25,8,2003,Planes,109,58,Toys4GrownUps.com,USA,Medium
49,100.0,11,6433.7,2003-10-28,10,2003,Planes,109,58,Technics Stores Inc.,USA,Medium
27,98.48,9,2658.96,2004-01-12,1,2004,Planes,109,58,Osaka Souveniers Co.,Japan,Small
34,100.0,11,3608.76,2004-02-20,2,2004,Planes,109,58,"Australian Collectors, Co.",Australia,Medium
23,96.29,5,2214.67,2004-04-02,4,2004,Planes,109,58,"Royal Canadian Collectables, Ltd.",Canada,Small
31,88.63,6,2747.53,2004-05-11,5,2004,Planes,109,58,The Sharp Gifts Warehouse,USA,Small
34,97.38,1,3310.92,2004-06-24,6,2004,Planes,109,58,Euro Shopping Channel,Spain,Medium
25,95.2,11,2380.0,2004-07-23,7,2004,Planes,109,58,La Rochelle Gifts,France,Small
22,100.0,3,2310.88,2004-08-21,8,2004,Planes,109,58,"Norway Gifts By Mail, Co.",Norway,Small
32,100.0,6,4061.76,2004-09-16,9,2004,Planes,109,58,"Clover Collections, Co.",Ireland,Medium
31,100.0,9,3493.7,2004-10-15,10,2004,Planes,109,58,Mini Classics,USA,Medium
25,100.0,1,2872.25,2004-11-01,11,2004,Planes,109,58,giftsbymail.co.uk,UK,Small
47,87.54,14,4114.38,2004-11-12,11,2004,Planes,109,58,Rovelli Gifts,Italy,Medium
21,50.65,7,1063.65,2004-11-23,11,2004,Planes,109,58,"Tokyo Collectables, Ltd",Japan,Small
28,71.73,2,2008.44,2004-12-04,12,2004,Planes,109,58,Gift Ideas Corp.,USA,Small
46,94.1,3,4328.6,2005-02-02,2,2005,Planes,109,58,"Australian Gift Network, Co",Australia,Medium
33,41.71,11,1376.43,2005-03-01,3,2005,Planes,109,58,Euro Shopping Channel,Spain,Small
43,100.0,16,5552.16,2005-03-30,3,2005,Planes,109,58,Reims Collectables,France,Medium
38,96.29,5,3659.02,2005-04-03,4,2005,Planes,109,58,Tekni Collectables Inc.,USA,Medium
47,88.63,6,4165.61,2005-05-10,5,2005,Planes,109,58,L'ordine Souveniers,Italy,Medium
45,31.2,3,1404.0,2003-01-09,1,2003,Vintage Cars,33,59,"Blauer See Auto, Co.",Germany,Small
20,35.51,3,710.2,2003-03-18,3,2003,Vintage Cars,33,59,"AV Stores, Co.",UK,Small
45,37.84,2,1702.8,2003-05-21,5,2003,Vintage Cars,33,59,Signal Gift Stores,USA,Small
36,33.19,7,1194.84,2003-09-12,9,2003,Vintage Cars,33,59,Signal Collectibles Ltd.,USA,Small
37,27.22,5,1007.14,2003-10-18,10,2003,Vintage Cars,33,59,Corporate Gift Ideas Co.,USA,Small
31,31.53,9,977.43,2003-11-05,11,2003,Vintage Cars,33,59,Rovelli Gifts,Italy,Small
39,36.84,6,1436.76,2003-11-12,11,2003,Vintage Cars,33,59,Mini Gifts Distributors Ltd.,USA,Small
26,29.21,10,759.46,2003-11-21,11,2003,Vintage Cars,33,59,"Australian Collectables, Ltd",Australia,Small
32,37.17,5,1189.44,2003-12-03,12,2003,Vintage Cars,33,59,Euro Shopping Channel,Spain,Small
20,34.19,3,683.8,2004-01-26,1,2004,Vintage Cars,33,59,"Corrida Auto Replicas, Ltd",Spain,Small
42,29.21,6,1226.82,2004-03-02,3,2004,Vintage Cars,33,59,"Saveley & Henriot, Co.",France,Small
33,29.54,1,974.82,2004-04-26,4,2004,Vintage Cars,33,59,Diecast Collectables,USA,Small
20,28.88,12,577.6,2004-08-17,8,2004,Vintage Cars,33,59,Amica Models & Co.,Italy,Small
29,38.17,1,1106.93,2004-09-01,9,2004,Vintage Cars,33,59,Handji Gifts& Co,Singapore,Small
23,30.2,16,694.6,2004-10-11,10,2004,Vintage Cars,33,59,Auto Assoc. & Cie.,France,Small
39,29.54,13,1152.06,2004-10-21,10,2004,Vintage Cars,33,59,Mini Gifts Distributors Ltd.,USA,Small
20,100.0,3,2624.0,2004-11-04,11,2004,Vintage Cars,33,59,Online Diecast Creations Co.,USA,Small
45,81.91,6,3685.95,2004-11-17,11,2004,Vintage Cars,33,59,"AV Stores, Co.",UK,Medium
20,35.18,6,703.6,2004-11-25,11,2004,Vintage Cars,33,59,Marseille Mini Autos,France,Small
48,100.0,5,9720.0,2004-12-09,12,2004,Vintage Cars,33,59,Lyon Souveniers,France,Large
23,36.29,13,834.67,2005-01-12,1,2005,Vintage Cars,33,59,Toys4GrownUps.com,USA,Small
32,70.56,4,2257.92,2005-02-16,2,2005,Vintage Cars,33,59,Euro Shopping Channel,Spain,Small
33,100.0,8,8344.71,2005-03-09,3,2005,Vintage Cars,33,59,"Anna's Decorations, Ltd",Australia,Large
61,29.54,1,1801.94,2005-04-23,4,2005,Vintage Cars,33,59,Handji Gifts& Co,Singapore,Small
45,26.88,1,1209.6,2005-05-29,5,2005,Vintage Cars,33,59,Souveniers And Things Co.,Australia,Small
38,83.03,7,3155.14,2003-02-24,2,2003,Motorcycles,76,60,Land of Toys Inc.,USA,Medium
34,83.79,5,2848.86,2003-04-29,4,2003,Motorcycles,76,60,"Australian Collectors, Co.",Australia,Small
43,83.03,7,3570.29,2003-07-01,7,2003,Motorcycles,76,60,Lyon Souveniers,France,Medium
47,83.03,11,3902.41,2003-08-25,8,2003,Motorcycles,76,60,Toys4GrownUps.com,USA,Medium
22,67.03,1,1474.66,2003-10-10,10,2003,Motorcycles,76,60,Baane Mini Imports,Norway,Small
29,75.41,6,2186.89,2003-10-28,10,2003,Motorcycles,76,60,Technics Stores Inc.,USA,Small
28,68.55,14,1919.4,2003-11-11,11,2003,Motorcycles,76,60,Daedalus Designs Imports,France,Small
40,91.4,6,3656.0,2003-11-18,11,2003,Motorcycles,76,60,Herkku Gifts,Norway,Medium
25,73.88,7,1847.0,2003-12-01,12,2003,Motorcycles,76,60,Mini Wheels Co.,USA,Small
30,61.7,4,1851.0,2004-01-12,1,2004,Motorcycles,76,60,Osaka Souveniers Co.,Japan,Small
38,69.31,6,2633.78,2004-02-20,2,2004,Motorcycles,76,60,"Australian Collectors, Co.",Australia,Small
36,87.6,3,3153.6,2004-04-03,4,2004,Motorcycles,76,60,Motor Mint Distributors Inc.,USA,Medium
32,87.6,1,2803.2,2004-05-11,5,2004,Motorcycles,76,60,The Sharp Gifts Warehouse,USA,Small
37,62.46,7,2311.02,2004-06-28,6,2004,Motorcycles,76,60,Gift Depot Inc.,USA,Small
30,79.98,6,2399.4,2004-07-23,7,2004,Motorcycles,76,60,La Rochelle Gifts,France,Small
39,70.08,11,2733.12,2004-08-27,8,2004,Motorcycles,76,60,Marta's Replicas Co.,USA,Small
32,65.51,1,2096.32,2004-09-16,9,2004,Motorcycles,76,60,"Clover Collections, Co.",Ireland,Small
47,63.22,4,2971.34,2004-10-15,10,2004,Motorcycles,76,60,Mini Classics,USA,Small
26,86.83,6,2257.58,2004-11-02,11,2004,Motorcycles,76,60,Diecast Classics Inc.,USA,Small
37,94.43,4,3493.91,2004-11-15,11,2004,Motorcycles,76,60,Land of Toys Inc.,USA,Medium
55,79.98,8,4398.9,2004-11-24,11,2004,Motorcycles,76,60,Enaco Distributors,Spain,Medium
21,100.0,8,3595.62,2005-01-06,1,2005,Motorcycles,76,60,Suominen Souveniers,Finland,Medium
23,100.0,9,2443.29,2005-02-03,2,2005,Motorcycles,76,60,La Rochelle Gifts,France,Small
49,81.4,2,3988.6,2005-03-03,3,2005,Motorcycles,76,60,Scandinavian Gift Ideas,Sweden,Medium
59,87.6,3,5168.4,2005-04-07,4,2005,Motorcycles,76,60,Auto Canal Petit,France,Medium
32,87.6,1,2803.2,2005-05-10,5,2005,Motorcycles,76,60,L'ordine Souveniers,Italy,Small
43,100.0,9,6341.21,2003-02-11,2,2003,Ships,122,61,Danish Wholesale Imports,Denmark,Medium
41,100.0,3,5189.78,2003-04-16,4,2003,Ships,122,61,"Dragon Souveniers, Ltd.",Singapore,Medium
45,100.0,9,6027.75,2003-06-12,6,2003,Ships,122,61,"Stylish Desk Decors, Co.",UK,Medium
33,100.0,6,3366.0,2003-08-08,8,2003,Ships,122,61,Mini Gifts Distributors Ltd.,USA,Medium
40,100.0,5,5456.4,2003-09-28,9,2003,Ships,122,61,Euro Shopping Channel,Spain,Medium
33,100.0,16,3812.16,2003-10-23,10,2003,Ships,122,61,Scandinavian Gift Ideas,Sweden,Medium
50,100.0,7,6083.0,2003-11-07,11,2003,Ships,122,61,CAF Imports,Spain,Medium
30,100.0,7,3170.7,2003-11-14,11,2003,Ships,122,61,Mini Creations Ltd.,USA,Medium
41,100.0,13,4534.6,2003-11-26,11,2003,Ships,122,61,Enaco Distributors,Spain,Medium
35,100.0,7,4301.15,2004-01-02,1,2004,Ships,122,61,"Saveley & Henriot, Co.",France,Medium
49,100.0,1,6804.63,2004-02-18,2,2004,Ships,122,61,Petit Auto,Belgium,Medium
46,100.0,4,5652.94,2004-03-20,3,2004,Ships,122,61,giftsbymail.co.uk,UK,Medium
48,100.0,10,6960.48,2004-05-07,5,2004,Ships,122,61,Land of Toys Inc.,USA,Medium
36,100.0,8,4512.6,2004-06-17,6,2004,Ships,122,61,Quebec Home Shopping Network,Canada,Medium
22,100.0,11,2784.76,2004-07-21,7,2004,Ships,122,61,Petit Auto,Belgium,Small
42,100.0,13,5316.36,2004-08-20,8,2004,Ships,122,61,"Royal Canadian Collectables, Ltd.",Canada,Medium
21,100.0,2,2941.89,2004-09-09,9,2004,Ships,122,61,Amica Models & Co.,Italy,Small
29,100.0,7,3207.4,2004-10-14,10,2004,Ships,122,61,"AV Stores, Co.",UK,Medium
35,100.0,6,4215.05,2004-10-29,10,2004,Ships,122,61,La Rochelle Gifts,France,Medium
41,100.0,4,4333.29,2004-11-09,11,2004,Ships,122,61,"Volvo Model Replicas, Co",Sweden,Medium
29,71.97,4,2087.13,2004-11-21,11,2004,Ships,122,61,Classic Legends Inc.,USA,Small
34,50.33,7,1711.22,2004-12-02,12,2004,Ships,122,61,Euro Shopping Channel,Spain,Small
37,100.0,8,3910.53,2005-01-26,1,2005,Ships,122,61,"Tokyo Collectables, Ltd",Japan,Medium
28,80.54,3,2255.12,2005-02-23,2,2005,Ships,122,61,Corporate Gift Ideas Co.,USA,Small
49,100.0,6,5720.75,2005-03-23,3,2005,Ships,122,61,Mini Gifts Distributors Ltd.,USA,Medium
23,100.0,10,3335.23,2005-05-06,5,2005,Ships,122,61,Gifts4AllAges.com,USA,Medium
46,53.76,2,2472.96,2003-01-09,1,2003,Vintage Cars,44,62,"Blauer See Auto, Co.",Germany,Small
39,44.35,2,1729.65,2003-03-18,3,2003,Vintage Cars,44,62,"AV Stores, Co.",UK,Small
22,45.25,1,995.5,2003-05-21,5,2003,Vintage Cars,44,62,Signal Gift Stores,USA,Small
49,49.28,6,2414.72,2003-09-12,9,2003,Vintage Cars,44,62,Signal Collectibles Ltd.,USA,Small
43,36.29,4,1560.47,2003-10-18,10,2003,Vintage Cars,44,62,Corporate Gift Ideas Co.,USA,Small
27,41.22,8,1112.94,2003-11-05,11,2003,Vintage Cars,44,62,Rovelli Gifts,Italy,Small
31,36.74,5,1138.94,2003-11-12,11,2003,Vintage Cars,44,62,Mini Gifts Distributors Ltd.,USA,Small
20,50.62,9,1012.4,2003-11-21,11,2003,Vintage Cars,44,62,"Australian Collectables, Ltd",Australia,Small
24,38.08,4,913.92,2003-12-03,12,2003,Vintage Cars,44,62,Euro Shopping Channel,Spain,Small
49,47.94,2,2349.06,2004-01-26,1,2004,Vintage Cars,44,62,"Corrida Auto Replicas, Ltd",Spain,Small
24,48.38,5,1161.12,2004-03-02,3,2004,Vintage Cars,44,62,"Saveley & Henriot, Co.",France,Small
39,45.25,9,1764.75,2004-04-29,4,2004,Vintage Cars,44,62,Euro Shopping Channel,Spain,Small
37,45.7,2,1690.9,2004-06-04,6,2004,Vintage Cars,44,62,Mini Caravy,France,Small
45,47.49,11,2137.05,2004-08-17,8,2004,Vintage Cars,44,62,Amica Models & Co.,Italy,Small
45,48.38,4,2177.1,2004-09-03,9,2004,Vintage Cars,44,62,Herkku Gifts,Norway,Small
44,39.42,15,1734.48,2004-10-11,10,2004,Vintage Cars,44,62,Auto Assoc. & Cie.,France,Small
23,37.63,12,865.49,2004-10-21,10,2004,Vintage Cars,44,62,Mini Gifts Distributors Ltd.,USA,Small
30,100.0,4,3500.1,2004-11-04,11,2004,Vintage Cars,44,62,Online Diecast Creations Co.,USA,Medium
26,85.52,10,2223.52,2004-11-17,11,2004,Vintage Cars,44,62,"AV Stores, Co.",UK,Small
43,53.76,1,2311.68,2004-11-25,11,2004,Vintage Cars,44,62,Atelier graphique,France,Small
26,31.86,7,828.36,2004-12-09,12,2004,Vintage Cars,44,62,Lyon Souveniers,France,Small
28,30.59,12,856.52,2005-01-12,1,2005,Vintage Cars,44,62,Toys4GrownUps.com,USA,Small
27,68.35,5,1845.45,2005-02-16,2,2005,Vintage Cars,44,62,Euro Shopping Channel,Spain,Small
24,100.0,1,4042.08,2005-03-09,3,2005,Vintage Cars,44,62,"Anna's Decorations, Ltd",Australia,Medium
40,45.7,2,1828.0,2005-05-29,5,2005,Vintage Cars,44,62,Mini Gifts Distributors Ltd.,USA,Small
36,100.0,1,3680.28,2003-01-29,1,2003,Trucks and Buses,127,63,Baane Mini Imports,Norway,Medium
21,100.0,5,2925.09,2003-04-01,4,2003,Trucks and Buses,127,63,"La Corne D'abondance, Co.",France,Small
27,100.0,1,3415.77,2003-05-28,5,2003,Trucks and Buses,127,63,"Corrida Auto Replicas, Ltd",Spain,Medium
47,100.0,1,5105.14,2003-07-24,7,2003,Trucks and Buses,127,63,Technics Stores Inc.,USA,Medium
42,100.0,8,5098.8,2003-09-21,9,2003,Trucks and Buses,127,63,"Oulu Toy Supplies, Inc.",Finland,Medium
32,100.0,17,4661.76,2003-10-22,10,2003,Trucks and Buses,127,63,"Dragon Souveniers, Ltd.",Singapore,Medium
28,100.0,6,2969.96,2003-11-06,11,2003,Trucks and Buses,127,63,"Stylish Desk Decors, Co.",UK,Small
24,100.0,11,3496.32,2003-11-14,11,2003,Trucks and Buses,127,63,"Iberia Gift Imports, Corp.",Spain,Medium
49,100.0,1,5760.93,2003-11-25,11,2003,Trucks and Buses,127,63,"Saveley & Henriot, Co.",France,Medium
46,100.0,12,6819.04,2003-12-09,12,2003,Trucks and Buses,127,63,Diecast Collectables,USA,Medium
28,100.0,1,3148.88,2004-02-04,2,2004,Trucks and Buses,127,63,Handji Gifts& Co,Singapore,Medium
48,100.0,6,5704.32,2004-03-11,3,2004,Trucks and Buses,127,63,Mini Gifts Distributors Ltd.,USA,Medium
29,100.0,10,3520.6,2004-05-05,5,2004,Trucks and Buses,127,63,Euro Shopping Channel,Spain,Medium
47,100.0,9,5285.62,2004-06-15,6,2004,Trucks and Buses,127,63,Handji Gifts& Co,Singapore,Medium
43,100.0,10,5605.05,2004-07-20,7,2004,Trucks and Buses,127,63,Mini Gifts Distributors Ltd.,USA,Medium
25,100.0,6,2779.5,2004-08-19,8,2004,Trucks and Buses,127,63,Diecast Classics Inc.,USA,Small
48,100.0,1,5398.08,2004-09-08,9,2004,Trucks and Buses,127,63,Scandinavian Gift Ideas,Sweden,Medium
24,100.0,10,3189.6,2004-10-13,10,2004,Trucks and Buses,127,63,Marta's Replicas Co.,USA,Medium
42,100.0,4,5581.8,2004-10-22,10,2004,Trucks and Buses,127,63,Canadian Gift Exchange Network,Canada,Medium
31,100.0,2,3820.44,2004-11-05,11,2004,Trucks and Buses,127,63,Vitachrome Inc.,USA,Medium
42,100.0,5,5528.04,2004-11-19,11,2004,Trucks and Buses,127,63,"Volvo Model Replicas, Co",Sweden,Medium
37,100.0,1,5981.42,2004-11-01,11,2004,Trucks and Buses,127,63,"Corrida Auto Replicas, Ltd",Spain,Medium
41,100.0,7,5684.65,2004-12-10,12,2004,Trucks and Buses,127,63,Euro Shopping Channel,Spain,Medium
20,100.0,5,3449.4,2005-01-23,1,2005,Trucks and Buses,127,63,Mini Gifts Distributors Ltd.,USA,Medium
20,100.0,3,2654.4,2005-02-17,2,2005,Trucks and Buses,127,63,Mini Gifts Distributors Ltd.,USA,Small
70,100.0,10,8498.0,2005-05-03,5,2005,Trucks and Buses,127,63,Euro Shopping Channel,Spain,Large
49,100.0,9,5510.54,2005-05-31,5,2005,Trucks and Buses,127,63,La Rochelle Gifts,France,Medium
35,58.87,15,2060.45,2003-03-03,3,2003,Motorcycles,69,64,Cruz & Sons Co.,Philippines,Small
32,76.88,2,2460.16,2003-05-07,5,2003,Motorcycles,69,64,Reims Collectables,France,Small
29,61.64,16,1787.56,2003-07-02,7,2003,Motorcycles,69,64,Mini Gifts Distributors Ltd.,USA,Small
27,60.95,3,1645.65,2003-08-25,8,2003,Motorcycles,69,64,Toys4GrownUps.com,USA,Small
27,80.34,11,2169.18,2003-10-10,10,2003,Motorcycles,69,64,Corporate Gift Ideas Co.,USA,Small
38,74.11,11,2816.18,2003-11-04,11,2003,Motorcycles,69,64,"Anna's Decorations, Ltd",Australia,Small
35,72.03,6,2521.05,2003-11-11,11,2003,Motorcycles,69,64,Daedalus Designs Imports,France,Small
42,76.19,3,3199.98,2003-11-19,11,2003,Motorcycles,69,64,Euro Shopping Channel,Spain,Medium
21,63.72,11,1338.12,2004-01-15,1,2004,Motorcycles,69,64,Auto Canal Petit,France,Small
37,80.34,4,2972.58,2004-02-21,2,2004,Motorcycles,69,64,Daedalus Designs Imports,France,Small
26,79.65,4,2070.9,2004-04-05,4,2004,Motorcycles,69,64,Vitachrome Inc.,USA,Small
47,65.8,8,3092.6,2004-05-26,5,2004,Motorcycles,69,64,Auto Canal Petit,France,Medium
37,65.1,6,2408.7,2004-06-30,6,2004,Motorcycles,69,64,Gifts4AllAges.com,USA,Small
46,75.49,12,3472.54,2004-08-02,8,2004,Motorcycles,69,64,Online Mini Collectables,USA,Medium
38,59.56,3,2263.28,2004-08-27,8,2004,Motorcycles,69,64,Marta's Replicas Co.,USA,Small
33,66.49,6,2194.17,2004-09-30,9,2004,Motorcycles,69,64,"Toys of Finland, Co.",Finland,Small
24,56.1,2,1346.4,2004-10-15,10,2004,Motorcycles,69,64,Baane Mini Imports,Norway,Small
31,81.73,7,2533.63,2004-11-03,11,2004,Motorcycles,69,64,Microscale Inc.,USA,Small
42,81.03,1,3403.26,2004-11-16,11,2004,Motorcycles,69,64,Cruz & Sons Co.,Philippines,Medium
32,100.0,6,3307.2,2004-11-24,11,2004,Motorcycles,69,64,Salzburg Collectables,Austria,Medium
41,70.65,3,2896.65,2004-12-07,12,2004,Motorcycles,69,64,Euro Shopping Channel,Spain,Small
43,61.23,14,2632.89,2005-01-06,1,2005,Motorcycles,69,64,Suominen Souveniers,Finland,Small
20,100.0,14,2046.0,2005-02-03,2,2005,Motorcycles,69,64,La Rochelle Gifts,France,Small
35,65.13,4,2279.55,2005-03-04,3,2005,Motorcycles,69,64,Mini Gifts Distributors Ltd.,USA,Small
27,79.65,4,2150.55,2005-04-08,4,2005,Motorcycles,69,64,"UK Collectables, Ltd.",UK,Small
43,78.15,11,3360.45,2003-03-18,3,2003,Classic Cars,90,65,"AV Stores, Co.",UK,Medium
32,72.7,10,2326.4,2003-05-21,5,2003,Classic Cars,90,65,Signal Gift Stores,USA,Small
21,73.6,4,1545.6,2003-09-11,9,2003,Classic Cars,90,65,"Anna's Decorations, Ltd",Australia,Small
20,100.0,3,2144.6,2003-10-17,10,2003,Classic Cars,90,65,Heintze Collectables,Denmark,Small
22,74.51,1,1639.22,2003-11-05,11,2003,Classic Cars,90,65,Gift Depot Inc.,USA,Small
36,73.6,14,2649.6,2003-11-12,11,2003,Classic Cars,90,65,Mini Gifts Distributors Ltd.,USA,Small
46,83.6,2,3845.6,2003-11-20,11,2003,Classic Cars,90,65,Online Diecast Creations Co.,USA,Medium
47,96.32,8,4527.04,2003-12-02,12,2003,Classic Cars,90,65,Muscle Machine Inc,USA,Medium
45,88.14,1,3966.3,2004-01-16,1,2004,Classic Cars,90,65,Euro Shopping Channel,Spain,Medium
47,88.14,14,4142.58,2004-03-02,3,2004,Classic Cars,90,65,"Saveley & Henriot, Co.",France,Medium
47,94.5,6,4441.5,2004-04-13,4,2004,Classic Cars,90,65,Mini Caravy,France,Medium
38,87.24,3,3315.12,2004-07-07,7,2004,Classic Cars,90,65,Muscle Machine Inc,USA,Medium
49,79.97,3,3918.53,2004-08-09,8,2004,Classic Cars,90,65,Euro Shopping Channel,Spain,Medium
35,80.87,9,2830.45,2004-09-01,9,2004,Classic Cars,90,65,Handji Gifts& Co,Singapore,Small
49,100.0,5,5298.86,2003-10-06,10,2003,Classic Cars,90,65,"UK Collectables, Ltd.",UK,Medium
28,93.6,4,2620.8,2004-10-16,10,2004,Classic Cars,90,65,Euro Shopping Channel,Spain,Small
30,72.7,1,2181.0,2004-11-04,11,2004,Classic Cars,90,65,FunGiftIdeas.com,USA,Small
39,86.72,7,3382.08,2004-11-17,11,2004,Classic Cars,90,65,"AV Stores, Co.",UK,Medium
25,100.0,1,2876.75,2004-11-29,11,2004,Classic Cars,90,65,Signal Gift Stores,USA,Small
40,100.0,2,4107.2,2005-01-19,1,2005,Classic Cars,90,65,Mini Gifts Distributors Ltd.,USA,Medium
36,37.5,6,1350.0,2005-02-16,2,2005,Classic Cars,90,65,Euro Shopping Channel,Spain,Small
76,94.5,6,7182.0,2005-04-22,4,2005,Classic Cars,90,65,The Sharp Gifts Warehouse,USA,Large
39,100.0,9,3933.93,2005-05-29,5,2005,Classic Cars,90,65,Souveniers And Things Co.,Australia,Medium
44,39.6,10,1742.4,2003-01-31,1,2003,Classic Cars,35,66,Euro Shopping Channel,Spain,Small
24,30.06,1,721.44,2003-04-01,4,2003,Classic Cars,35,66,"La Corne D'abondance, Co.",France,Small
39,38.19,12,1489.41,2003-06-03,6,2003,Classic Cars,35,66,Muscle Machine Inc,USA,Small
21,42.43,6,891.03,2003-08-01,8,2003,Classic Cars,35,66,Suominen Souveniers,Finland,Small
30,40.31,4,1209.3,2003-09-21,9,2003,Classic Cars,35,66,"Oulu Toy Supplies, Inc.",Finland,Small
27,31.82,13,859.14,2003-10-22,10,2003,Classic Cars,35,66,"Dragon Souveniers, Ltd.",Singapore,Small
37,31.12,2,1151.44,2003-11-06,11,2003,Classic Cars,35,66,"Stylish Desk Decors, Co.",UK,Small
42,31.82,7,1336.44,2003-11-14,11,2003,Classic Cars,35,66,"Iberia Gift Imports, Corp.",Spain,Small
32,28.29,7,905.28,2003-11-25,11,2003,Classic Cars,35,66,Mini Classics,USA,Small
42,29.7,8,1247.4,2003-12-09,12,2003,Classic Cars,35,66,Diecast Collectables,USA,Small
21,40.31,3,846.51,2004-02-10,2,2004,Classic Cars,35,66,Signal Collectibles Ltd.,USA,Small
33,32.88,2,1085.04,2004-03-11,3,2004,Classic Cars,35,66,Mini Gifts Distributors Ltd.,USA,Small
49,36.07,6,1767.43,2004-05-05,5,2004,Classic Cars,35,66,Euro Shopping Channel,Spain,Small
31,33.24,5,1030.44,2004-06-15,6,2004,Classic Cars,35,66,Handji Gifts& Co,Singapore,Small
38,41.72,6,1585.36,2004-07-20,7,2004,Classic Cars,35,66,Mini Gifts Distributors Ltd.,USA,Small
20,40.66,2,813.2,2004-08-19,8,2004,Classic Cars,35,66,Diecast Classics Inc.,USA,Small
39,30.06,9,1172.34,2004-09-08,9,2004,Classic Cars,35,66,Land of Toys Inc.,USA,Small
48,31.47,6,1510.56,2004-10-13,10,2004,Classic Cars,35,66,Marta's Replicas Co.,USA,Small
39,37.13,15,1448.07,2004-10-22,10,2004,Classic Cars,35,66,Heintze Collectables,Denmark,Small
30,100.0,9,3338.1,2004-11-05,11,2004,Classic Cars,35,66,Vitachrome Inc.,USA,Medium
33,37.13,2,1225.29,2004-11-19,11,2004,Classic Cars,35,66,Mini Gifts Distributors Ltd.,USA,Small
36,37.13,3,1336.68,2004-12-01,12,2004,Classic Cars,35,66,Muscle Machine Inc,USA,Small
36,82.94,4,2985.84,2004-12-10,12,2004,Classic Cars,35,66,Euro Shopping Channel,Spain,Small
45,100.0,8,5545.8,2005-01-23,1,2005,Classic Cars,35,66,Mini Gifts Distributors Ltd.,USA,Medium
40,100.0,3,6089.6,2005-02-22,2,2005,Classic Cars,35,66,Euro Shopping Channel,Spain,Medium
46,38.9,6,1789.4,2005-03-15,3,2005,Classic Cars,35,66,Euro Shopping Channel,Spain,Small
30,36.07,6,1082.1,2005-05-03,5,2005,Classic Cars,35,66,Euro Shopping Channel,Spain,Small
31,33.24,5,1030.44,2005-05-31,5,2005,Classic Cars,35,66,La Rochelle Gifts,France,Small
49,74.68,13,3659.32,2003-02-17,2,2003,Planes,68,67,Rovelli Gifts,Italy,Medium
41,59.6,4,2443.6,2003-04-28,4,2003,Planes,68,67,Salzburg Collectables,Austria,Small
35,67.14,5,2349.9,2003-06-16,6,2003,Planes,68,67,Gift Ideas Corp.,USA,Small
27,60.97,8,1646.19,2003-08-10,8,2003,Planes,68,67,Mini Creations Ltd.,USA,Small
23,72.62,6,1670.26,2003-10-06,10,2003,Planes,68,67,"Toys of Finland, Co.",Finland,Small
21,69.88,2,1467.48,2003-10-23,10,2003,Planes,68,67,Scandinavian Gift Ideas,Sweden,Small
34,80.84,5,2748.56,2003-11-08,11,2003,Planes,68,67,Alpha Cognac,France,Small
22,69.2,2,1522.4,2003-11-14,11,2003,Planes,68,67,"Double Decker Gift Stores, Ltd",UK,Small
48,67.82,5,3255.36,2003-11-27,11,2003,Planes,68,67,Cruz & Sons Co.,Philippines,Medium
43,82.21,1,3535.03,2004-01-09,1,2004,Planes,68,67,"Men 'R' US Retailers, Ltd.",USA,Medium
32,81.53,5,2608.96,2004-02-19,2,2004,Planes,68,67,Collectable Mini Designs Co.,USA,Small
20,67.82,1,1356.4,2004-05-08,5,2004,Planes,68,67,Cambridge Collectables Co.,USA,Small
24,67.14,10,1611.36,2004-06-24,6,2004,Planes,68,67,Euro Shopping Channel,Spain,Small
40,65.08,2,2603.2,2004-07-21,7,2004,Planes,68,67,Collectables For Less Inc.,USA,Small
30,73.99,12,2219.7,2004-08-21,8,2004,Planes,68,67,"Norway Gifts By Mail, Co.",Norway,Small
21,71.25,8,1496.25,2004-09-15,9,2004,Planes,68,67,"Bavarian Collectables Imports, Co.",Germany,Small
25,75.36,2,1884.0,2004-10-14,10,2004,Planes,68,67,"Classic Gift Ideas, Inc",USA,Small
